UKBID,everCpDK_count,everCpDC_count,detectedK_UKBID,detectedC_UKBID,detectedCK_UKBID
Q9H0D6,2.0,5.0,True,True,True
Q9H0E2,1.0,0.0,True,False,False
Q9H0F7,1.0,0.0,True,False,False
Q9H0H5,1.0,1.0,True,True,True
Q9H0N5,1.0,0.0,True,False,False
Q9H0R4,1.0,0.0,True,False,False
Q9H0R8,2.0,0.0,True,False,False
Q9H0U4,4.0,0.0,True,False,False
Q9H0W9,1.0,3.0,True,True,True
Q9H0Z9,1.0,0.0,True,False,False
Q9H169,1.0,0.0,True,False,False
Q9H173,1.0,0.0,True,False,False
Q9H1A7,1.0,0.0,True,False,False
Q9H1E3,4.0,0.0,True,False,False
Q9H1K1,3.0,3.0,True,True,True
Q9H204,1.0,0.0,True,False,False
Q9H223,6.0,2.0,True,True,True
Q9H299,2.0,1.0,True,True,True
Q9H2D1,1.0,0.0,True,False,False
Q9H2D6,1.0,0.0,True,False,False
Q9H2G2,3.0,2.0,True,True,True
Q9H2H8,1.0,1.0,True,True,True
Q9H2J4,1.0,1.0,True,True,True
Q9H2K2,1.0,0.0,True,False,False
Q9H2K8,1.0,0.0,True,False,False
Q9H2M9,2.0,2.0,True,True,True
Q9H2U2,3.0,5.0,True,True,True
Q9H3H3,2.0,2.0,True,True,True
Q9H3M7,1.0,6.0,True,True,True
Q9H3P7,3.0,2.0,True,True,True
Q9H3U1,2.0,5.0,True,True,True
Q9H444,5.0,0.0,True,False,False
Q9H488,3.0,0.0,True,False,False
Q9H4A4,3.0,5.0,True,True,True
Q9H4A6,2.0,1.0,True,True,True
Q9H4B0,1.0,1.0,True,True,True
Q9H4M9,18.0,1.0,True,True,True
Q9H5I5,1.0,0.0,True,False,False
Q9H5V9,1.0,1.0,True,True,True
Q9H6D7,1.0,0.0,True,False,False
Q9H6E4,1.0,0.0,True,False,False
Q9H6S3,4.0,4.0,True,True,True
Q9H6T3,1.0,1.0,True,True,True
Q9H6U6,1.0,0.0,True,False,False
Q9H773,1.0,1.0,True,True,True
Q9H7C9,2.0,0.0,True,False,False
Q9H814,1.0,2.0,True,True,True
Q9H832,2.0,3.0,True,True,True
Q9H845,1.0,3.0,True,True,True
Q9H8S9,4.0,0.0,True,False,False
Q9H910,6.0,1.0,True,True,True
Q9H930,1.0,0.0,True,False,False
Q9H936,3.0,0.0,True,False,False
Q9H944,2.0,0.0,True,False,False
Q9H981,1.0,0.0,True,False,False
Q9H993,5.0,1.0,True,True,True
Q9H9A6,2.0,4.0,True,True,True
Q9H9B4,1.0,1.0,True,True,True
Q9H9C1,1.0,0.0,True,False,False
Q9H9J2,1.0,1.0,True,True,True
Q9H9T3,3.0,0.0,True,False,False
Q9HA64,1.0,1.0,True,True,True
Q9HA77,2.0,0.0,True,False,False
Q9HAB8,4.0,0.0,True,False,False
Q9HAV4,1.0,5.0,True,True,True
Q9HAV7,11.0,2.0,True,True,True
Q9HB40,1.0,2.0,True,True,True
Q9HB71,13.0,2.0,True,True,True
Q9HB90,1.0,2.0,True,True,True
Q9HBM1,1.0,1.0,True,True,True
Q9HC07,1.0,0.0,True,False,False
Q9HC35,2.0,0.0,True,False,False
Q9HC38,5.0,3.0,True,True,True
Q9HC52,1.0,2.0,True,True,True
Q9HCC0,1.0,4.0,True,True,True
Q9HCE0,1.0,0.0,True,False,False
Q9HCH3,1.0,0.0,True,False,False
Q9HCU8,1.0,0.0,True,False,False
Q9HD15,2.0,0.0,True,False,False
Q9HD26,3.0,1.0,True,True,True
Q9HD42,5.0,1.0,True,True,True
Q9NNW7,1.0,0.0,True,False,False
Q9NNX1,1.0,0.0,True,False,False
Q9NP61,2.0,2.0,True,True,True
Q9NP72,2.0,2.0,True,True,True
Q9NP77,1.0,0.0,True,False,False
Q9NP79,5.0,2.0,True,True,True
Q9NP81,2.0,4.0,True,True,True
Q9NP97,3.0,0.0,True,False,False
Q9NPA3,1.0,1.0,True,True,True
Q9NPA8,6.0,1.0,True,True,True
Q9NPD8,3.0,1.0,True,True,True
Q9NPF4,1.0,3.0,True,True,True
Q9NPH0,1.0,1.0,True,True,True
Q9NPJ3,4.0,0.0,True,False,False
Q9NPJ8,1.0,0.0,True,False,False
Q9NPQ8,2.0,0.0,True,False,False
Q9NQ48,3.0,0.0,True,False,False
Q9NQ66,1.0,0.0,True,False,False
Q9NQ88,3.0,2.0,True,True,True
Q9NQC3,2.0,1.0,True,True,True
Q9NQE9,1.0,0.0,True,False,False
Q9NQG5,4.0,1.0,True,True,True
Q9NQP4,2.0,0.0,True,False,False
Q9NQR4,3.0,6.0,True,True,True
Q9NQT8,1.0,0.0,True,False,False
Q9NQY0,2.0,1.0,True,True,True
Q9NQZ5,1.0,2.0,True,True,True
Q9NR12,1.0,2.0,True,True,True
Q9NR19,1.0,1.0,True,True,True
Q9NR28,2.0,0.0,True,False,False
Q9NR31,3.0,1.0,True,True,True
Q9NR45,6.0,2.0,True,True,True
Q9NR46,2.0,1.0,True,True,True
Q9NR56,3.0,4.0,True,True,True
Q9NRF8,1.0,0.0,True,False,False
Q9NRF9,2.0,1.0,True,True,True
Q9NRG0,1.0,1.0,True,True,True
Q9NRH3,1.0,1.0,True,True,True
Q9NRL3,1.0,1.0,True,True,True
Q9NRN7,3.0,0.0,True,False,False
Q9NRN9,4.0,0.0,True,False,False
Q9NRP0,1.0,1.0,True,True,True
Q9NRP2,1.0,0.0,True,False,False
Q9NRR4,1.0,0.0,True,False,False
Q9NRS6,1.0,0.0,True,False,False
Q9NRV9,3.0,1.0,True,True,True
Q9NRW7,1.0,0.0,True,False,False
Q9NRX4,1.0,1.0,True,True,True
Q9NRY2,1.0,0.0,True,False,False
Q9NRZ9,1.0,2.0,True,True,True
Q9NS69,1.0,0.0,True,False,False
Q9NSD9,1.0,3.0,True,True,True
Q9NSE4,3.0,8.0,True,True,True
Q9NT62,2.0,1.0,True,True,True
Q9NTJ3,5.0,3.0,True,True,True
Q9NTK5,8.0,3.0,True,True,True
Q9NTX5,5.0,1.0,True,True,True
Q9NTZ6,1.0,2.0,True,True,True
Q9NU23,1.0,0.0,True,False,False
Q9NUB1,1.0,1.0,True,True,True
Q9NUG6,2.0,1.0,True,True,True
Q9NUJ1,7.0,0.0,True,False,False
Q9NUP9,3.0,1.0,True,True,True
Q9NUQ8,3.0,2.0,True,True,True
Q9NUQ9,4.0,2.0,True,True,True
Q9NUU7,1.0,2.0,True,True,True
Q9NUY8,2.0,1.0,True,True,True
Q9NV35,1.0,1.0,True,True,True
Q9NV56,1.0,2.0,True,True,True
Q9NV96,1.0,1.0,True,True,True
Q9NVA1,1.0,1.0,True,True,True
Q9NVA2,8.0,2.0,True,True,True
Q9NVC6,1.0,4.0,True,True,True
Q9NVD7,3.0,0.0,True,False,False
Q9NVG8,1.0,4.0,True,True,True
Q9NVH1,1.0,1.0,True,True,True
Q9NVP1,2.0,4.0,True,True,True
Q9NVR0,1.0,0.0,True,False,False
Q9NVR2,2.0,0.0,True,False,False
Q9NVS9,2.0,2.0,True,True,True
Q9NVX0,1.0,1.0,True,True,True
Q9NVX2,2.0,1.0,True,True,True
Q9NW64,2.0,4.0,True,True,True
Q9NWN3,1.0,0.0,True,False,False
Q9NWS0,1.0,1.0,True,True,True
Q9NWU1,2.0,1.0,True,True,True
Q9NWU2,1.0,0.0,True,False,False
Q9NWU5,1.0,0.0,True,False,False
Q9NWV8,2.0,1.0,True,True,True
Q9NWX6,1.0,0.0,True,False,False
Q9NX08,3.0,0.0,True,False,False
Q9NX20,1.0,1.0,True,True,True
Q9NX40,1.0,1.0,True,True,True
Q9NX63,1.0,1.0,True,True,True
Q9NXR1,1.0,0.0,True,False,False
Q9NY27,1.0,4.0,True,True,True
Q9NYC9,1.0,0.0,True,False,False
Q9NYF8,3.0,2.0,True,True,True
Q9NYI0,1.0,0.0,True,False,False
Q9NYJ1,1.0,0.0,True,False,False
Q9NYK5,1.0,2.0,True,True,True
Q9NYL9,4.0,3.0,True,True,True
Q9NYS0,1.0,0.0,True,False,False
Q9NYU2,2.0,0.0,True,False,False
Q9NYV4,1.0,1.0,True,True,True
Q9NYZ1,1.0,0.0,True,False,False
Q9NZ01,5.0,0.0,True,False,False
Q9NZ08,1.0,2.0,True,True,True
Q9NZ09,1.0,2.0,True,True,True
Q9NZ45,2.0,0.0,True,False,False
Q9NZB2,1.0,4.0,True,True,True
Q9NZJ0,1.0,1.0,True,True,True
Q9NZL9,3.0,4.0,True,True,True
Q9NZM1,1.0,0.0,True,False,False
Q9NZN4,10.0,2.0,True,True,True
Q9NZN5,1.0,1.0,True,True,True
Q9NZS2,1.0,0.0,True,False,False
Q9NZT2,1.0,4.0,True,True,True
Q9NZZ3,5.0,1.0,True,True,True
Q9P000,2.0,0.0,True,False,False
Q9P003,1.0,0.0,True,False,False
Q9P016,2.0,1.0,True,True,True
Q9P021,3.0,0.0,True,False,False
Q9P035,1.0,0.0,True,False,False
Q9P086,1.0,0.0,True,False,False
Q9P0J1,3.0,3.0,True,True,True
Q9P0L0,7.0,3.0,True,True,True
Q9P0M9,1.0,0.0,True,False,False
Q9P0V9,2.0,3.0,True,True,True
Q9P1F3,3.0,1.0,True,True,True
Q9P258,2.0,7.0,True,True,True
Q9P265,1.0,0.0,True,False,False
Q9P287,2.0,3.0,True,True,True
Q9P289,1.0,3.0,True,True,True
Q9P2B4,1.0,0.0,True,False,False
Q9P2B7,1.0,0.0,True,False,False
Q9P2D3,1.0,1.0,True,True,True
Q9P2E9,6.0,7.0,True,True,True
Q9P2J5,5.0,8.0,True,True,True
Q9P2K8,1.0,0.0,True,False,False
Q9P2R7,3.0,4.0,True,True,True
Q9P2X3,2.0,1.0,True,True,True
Q9UBB4,2.0,8.0,True,True,True
Q9UBC2,1.0,0.0,True,False,False
Q9UBE0,1.0,5.0,True,True,True
Q9UBN1,1.0,0.0,True,False,False
Q9UBP0,1.0,2.0,True,True,True
Q9UBQ0,4.0,1.0,True,True,True
Q9UBQ5,1.0,2.0,True,True,True
Q9UBQ7,2.0,3.0,True,True,True
Q9UBR2,3.0,6.0,True,True,True
Q9UBS4,2.0,0.0,True,False,False
Q9UBT2,4.0,5.0,True,True,True
Q9UBT7,1.0,0.0,True,False,False
Q9UBV2,1.0,0.0,True,False,False
Q9UBV8,1.0,1.0,True,True,True
Q9UBW8,2.0,1.0,True,True,True
Q9UDR5,2.0,3.0,True,True,True
Q9UDT6,4.0,0.0,True,False,False
Q9UDY2,2.0,2.0,True,True,True
Q9UEE9,1.0,0.0,True,False,False
Q9UEU0,1.0,0.0,True,False,False
Q9UEW8,1.0,4.0,True,True,True
Q9UFN0,2.0,0.0,True,False,False
Q9UG63,4.0,1.0,True,True,True
Q9UGI8,6.0,2.0,True,True,True
Q9UGJ0,3.0,0.0,True,False,False
Q9UGJ1,1.0,0.0,True,False,False
Q9UGM6,2.0,0.0,True,False,False
Q9UGP4,1.0,4.0,True,True,True
Q9UH65,2.0,3.0,True,True,True
Q9UH99,1.0,0.0,True,False,False
Q9UHB6,3.0,3.0,True,True,True
Q9UHB9,2.0,4.0,True,True,True
Q9UHD1,10.0,2.0,True,True,True
Q9UHD8,9.0,3.0,True,True,True
Q9UHD9,1.0,0.0,True,False,False
Q9UHG3,2.0,0.0,True,False,False
Q9UHI6,1.0,4.0,True,True,True
Q9UHQ1,1.0,2.0,True,True,True
Q9UHQ4,1.0,0.0,True,False,False
Q9UHQ9,1.0,0.0,True,False,False
Q9UHV9,8.0,0.0,True,False,False
Q9UHX1,6.0,2.0,True,True,True
Q9UHY7,1.0,2.0,True,True,True
Q9UI30,2.0,2.0,True,True,True
Q9UII2,5.0,0.0,True,False,False
Q9UIJ7,2.0,0.0,True,False,False
Q9UIV1,1.0,0.0,True,False,False
Q9UJ41,1.0,0.0,True,False,False
Q9UJ68,1.0,0.0,True,False,False
Q9UJ70,4.0,2.0,True,True,True
Q9UJF2,1.0,1.0,True,True,True
Q9UJJ7,1.0,0.0,True,False,False
Q9UJU6,2.0,3.0,True,True,True
Q9UJV9,1.0,1.0,True,True,True
Q9UJW0,1.0,2.0,True,True,True
Q9UJX3,5.0,7.0,True,True,True
Q9UK41,3.0,2.0,True,True,True
Q9UK45,1.0,1.0,True,True,True
Q9UKF6,1.0,2.0,True,True,True
Q9UKG1,1.0,2.0,True,True,True
Q9UKI8,1.0,1.0,True,True,True
Q9UKK9,3.0,1.0,True,True,True
Q9UKN8,2.0,1.0,True,True,True
Q9UKU7,1.0,5.0,True,True,True
Q9UKV3,2.0,6.0,True,True,True
Q9UKX7,2.0,6.0,True,True,True
Q9UKY7,4.0,0.0,True,False,False
Q9UL03,1.0,1.0,True,True,True
Q9UL12,1.0,2.0,True,True,True
Q9UL25,2.0,1.0,True,True,True
Q9UL26,1.0,0.0,True,False,False
Q9UL33,1.0,1.0,True,True,True
Q9UL45,1.0,1.0,True,True,True
Q9UL46,9.0,1.0,True,True,True
Q9ULC4,8.0,3.0,True,True,True
Q9ULH1,2.0,0.0,True,False,False
Q9ULP9,1.0,2.0,True,True,True
Q9ULU4,1.0,1.0,True,True,True
Q9ULV4,9.0,7.0,True,True,True
Q9ULW3,1.0,1.0,True,True,True
Q9ULZ3,1.0,1.0,True,True,True
Q9UM22,1.0,1.0,True,True,True
Q9UM54,1.0,1.0,True,True,True
Q9UMN6,1.0,0.0,True,False,False
Q9UMS0,1.0,2.0,True,True,True
Q9UMS4,5.0,3.0,True,True,True
Q9UMX5,2.0,0.0,True,False,False
Q9UMY4,3.0,0.0,True,False,False
Q9UN37,1.0,2.0,True,True,True
Q9UN86,1.0,0.0,True,False,False
Q9UNF0,6.0,0.0,True,False,False
Q9UNF1,1.0,1.0,True,True,True
Q9UNH6,1.0,0.0,True,False,False
Q9UNH7,3.0,3.0,True,True,True
Q9UNI6,1.0,2.0,True,True,True
Q9UNL2,1.0,0.0,True,False,False
Q9UNM6,4.0,2.0,True,True,True
Q9UNP9,1.0,1.0,True,True,True
Q9UNQ2,2.0,0.0,True,False,False
Q9UNS2,2.0,0.0,True,False,False
Q9UNW1,1.0,2.0,True,True,True
Q9UNZ2,4.0,0.0,True,False,False
Q9UNZ5,1.0,0.0,True,False,False
Q9UPN3,5.0,9.0,True,True,True
Q9UPN6,2.0,0.0,True,False,False
Q9UPN9,1.0,7.0,True,True,True
Q9UPQ0,3.0,7.0,True,True,True
Q9UPR0,1.0,2.0,True,True,True
Q9UPT5,2.0,0.0,True,False,False
Q9UPY8,1.0,1.0,True,True,True
Q9UQ13,1.0,1.0,True,True,True
Q9UQ80,7.0,5.0,True,True,True
Q9UQB8,1.0,0.0,True,False,False
Q9UQE7,2.0,0.0,True,False,False
Q9UQN3,1.0,0.0,True,False,False
Q9Y221,2.0,1.0,True,True,True
Q9Y223,1.0,1.0,True,True,True
Q9Y224,4.0,1.0,True,True,True
Q9Y230,3.0,2.0,True,True,True
Q9Y237,5.0,1.0,True,True,True
Q9Y241,1.0,0.0,True,False,False
Q9Y243,1.0,1.0,True,True,True
Q9Y262,11.0,1.0,True,True,True
Q9Y263,1.0,3.0,True,True,True
Q9Y265,1.0,3.0,True,True,True
Q9Y266,14.0,1.0,True,True,True
Q9Y277,2.0,3.0,True,True,True
Q9Y281,8.0,2.0,True,True,True
Q9Y285,3.0,1.0,True,True,True
Q9Y287,1.0,0.0,True,False,False
Q9Y295,4.0,1.0,True,True,True
Q9Y296,1.0,1.0,True,True,True
Q9Y2A7,2.0,0.0,True,False,False
Q9Y2D4,1.0,0.0,True,False,False
Q9Y2G5,1.0,0.0,True,False,False
Q9Y2L1,3.0,6.0,True,True,True
Q9Y2Q3,6.0,2.0,True,True,True
Q9Y2Q5,1.0,0.0,True,False,False
Q9Y2Q9,2.0,0.0,True,False,False
Q9Y2R9,3.0,1.0,True,True,True
Q9Y2S6,4.0,0.0,True,False,False
Q9Y2S7,1.0,1.0,True,True,True
Q9Y2T2,2.0,2.0,True,True,True
Q9Y2V2,4.0,0.0,True,False,False
Q9Y2W1,2.0,0.0,True,False,False
Q9Y2W2,1.0,0.0,True,False,False
Q9Y2X3,1.0,5.0,True,True,True
Q9Y2X7,2.0,1.0,True,True,True
Q9Y2Z0,2.0,3.0,True,True,True
Q9Y2Z4,1.0,1.0,True,True,True
Q9Y305,10.0,4.0,True,True,True
Q9Y312,2.0,1.0,True,True,True
Q9Y314,1.0,2.0,True,True,True
Q9Y315,2.0,1.0,True,True,True
Q9Y333,2.0,1.0,True,True,True
Q9Y343,2.0,0.0,True,False,False
Q9Y376,5.0,1.0,True,True,True
Q9Y383,2.0,4.0,True,True,True
Q9Y399,1.0,1.0,True,True,True
Q9Y3A3,3.0,1.0,True,True,True
Q9Y3A4,2.0,1.0,True,True,True
Q9Y3A5,10.0,0.0,True,False,False
Q9Y3A6,1.0,0.0,True,False,False
Q9Y3B2,3.0,4.0,True,True,True
Q9Y3B3,1.0,1.0,True,True,True
Q9Y3B4,5.0,2.0,True,True,True
Q9Y3B7,1.0,1.0,True,True,True
Q9Y3B8,3.0,1.0,True,True,True
Q9Y3C0,1.0,0.0,True,False,False
Q9Y3C4,2.0,1.0,True,True,True
Q9Y3C6,4.0,1.0,True,True,True
Q9Y3C8,3.0,2.0,True,True,True
Q9Y3D0,1.0,2.0,True,True,True
Q9Y3D2,1.0,2.0,True,True,True
Q9Y3D5,1.0,1.0,True,True,True
Q9Y3D9,2.0,0.0,True,False,False
Q9Y3E5,2.0,0.0,True,False,False
Q9Y3E7,2.0,0.0,True,False,False
Q9Y3F4,5.0,3.0,True,True,True
Q9Y3I0,5.0,2.0,True,True,True
Q9Y3Q8,1.0,0.0,True,False,False
Q9Y3U8,3.0,1.0,True,True,True
Q9Y3Y2,1.0,0.0,True,False,False
Q9Y3Z3,6.0,4.0,True,True,True
Q9Y450,1.0,0.0,True,False,False
Q9Y490,25.0,18.0,True,True,True
Q9Y4E5,1.0,0.0,True,False,False
Q9Y4E8,1.0,1.0,True,True,True
Q9Y4L1,14.0,2.0,True,True,True
Q9Y4X0,1.0,1.0,True,True,True
Q9Y4X5,1.0,1.0,True,True,True
Q9Y4Y9,2.0,0.0,True,False,False
Q9Y4Z0,3.0,1.0,True,True,True
Q9Y512,1.0,4.0,True,True,True
Q9Y530,3.0,3.0,True,True,True
Q9Y547,1.0,0.0,True,False,False
Q9Y570,7.0,4.0,True,True,True
Q9Y5H8,1.0,0.0,True,False,False
Q9Y5J7,1.0,0.0,True,False,False
Q9Y5K5,1.0,1.0,True,True,True
Q9Y5K6,2.0,2.0,True,True,True
Q9Y5K8,1.0,0.0,True,False,False
Q9Y5L0,3.0,3.0,True,True,True
Q9Y5L4,1.0,0.0,True,False,False
Q9Y5Q0,1.0,0.0,True,False,False
Q9Y5R8,1.0,1.0,True,True,True
Q9Y5U9,2.0,0.0,True,False,False
Q9Y5V0,3.0,0.0,True,False,False
Q9Y5X2,2.0,1.0,True,True,True
Q9Y5X3,2.0,0.0,True,False,False
Q9Y5Y2,1.0,5.0,True,True,True
Q9Y608,1.0,0.0,True,False,False
Q9Y617,10.0,7.0,True,True,True
Q9Y673,1.0,1.0,True,True,True
Q9Y676,1.0,1.0,True,True,True
Q9Y678,5.0,3.0,True,True,True
Q9Y680,1.0,0.0,True,False,False
Q9Y696,11.0,4.0,True,True,True
Q9Y6A4,2.0,0.0,True,False,False
Q9Y6A5,1.0,6.0,True,True,True
Q9Y6C9,1.0,3.0,True,True,True
Q9Y6D9,3.0,0.0,True,False,False
Q9Y6E0,1.0,4.0,True,True,True
Q9Y6E2,4.0,1.0,True,True,True
Q9Y6G5,1.0,0.0,True,False,False
Q9Y6G9,4.0,1.0,True,True,True
Q9Y6I3,1.0,1.0,True,True,True
Q9Y6K9,1.0,1.0,True,True,True
Q9Y6L7,1.0,0.0,True,False,False
Q9Y6X8,1.0,1.0,True,True,True
A0FGR8,0.0,2.0,False,True,False
A0MZ66,0.0,1.0,False,True,False
A1KXE4,0.0,1.0,False,True,False
A2A288,0.0,3.0,False,True,False
A3KN83,0.0,1.0,False,True,False
A4D161,0.0,1.0,False,True,False
A6NC98,0.0,2.0,False,True,False
A6NED2,0.0,1.0,False,True,False
A6NHG4,0.0,1.0,False,True,False
A6NHL2,0.0,3.0,False,True,False
A6NHR9,0.0,9.0,False,True,False
A6NIH7,0.0,1.0,False,True,False
A6NJ78,0.0,1.0,False,True,False
A6NMZ7,0.0,1.0,False,True,False
A6NNF4,0.0,1.0,False,True,False
B0I1T2,0.0,4.0,False,True,False
B2RTY4,0.0,1.0,False,True,False
B5ME19,0.0,3.0,False,True,False
B9A064,0.0,1.0,False,True,False
O00116,0.0,1.0,False,True,False
O00139,0.0,3.0,False,True,False
O00161,0.0,1.0,False,True,False
O00182,0.0,2.0,False,True,False
O00217,0.0,1.0,False,True,False
O00221,0.0,1.0,False,True,False
O00255,0.0,1.0,False,True,False
O00257,0.0,1.0,False,True,False
O00268,0.0,2.0,False,True,False
O00273,0.0,4.0,False,True,False
O00287,0.0,1.0,False,True,False
O00291,0.0,1.0,False,True,False
O00329,0.0,1.0,False,True,False
O00411,0.0,1.0,False,True,False
O00425,0.0,3.0,False,True,False
O00429,0.0,4.0,False,True,False
O00483,0.0,1.0,False,True,False
O00505,0.0,3.0,False,True,False
O00506,0.0,2.0,False,True,False
O00512,0.0,2.0,False,True,False
O00515,0.0,1.0,False,True,False
O00522,0.0,1.0,False,True,False
O00566,0.0,1.0,False,True,False
O00567,0.0,6.0,False,True,False
O00592,0.0,2.0,False,True,False
O00629,0.0,3.0,False,True,False
O14497,0.0,3.0,False,True,False
O14519,0.0,1.0,False,True,False
O14526,0.0,1.0,False,True,False
O14545,0.0,1.0,False,True,False
O14556,0.0,1.0,False,True,False
O14578,0.0,2.0,False,True,False
O14646,0.0,1.0,False,True,False
O14647,0.0,1.0,False,True,False
O14727,0.0,1.0,False,True,False
O14730,0.0,1.0,False,True,False
O14745,0.0,1.0,False,True,False
O14787,0.0,1.0,False,True,False
O14867,0.0,1.0,False,True,False
O14893,0.0,2.0,False,True,False
O14920,0.0,1.0,False,True,False
O14929,0.0,5.0,False,True,False
O14965,0.0,2.0,False,True,False
O14966,0.0,2.0,False,True,False
O14972,0.0,1.0,False,True,False
O14974,0.0,1.0,False,True,False
O14976,0.0,2.0,False,True,False
O14981,0.0,2.0,False,True,False
O15014,0.0,1.0,False,True,False
O15020,0.0,1.0,False,True,False
O15037,0.0,2.0,False,True,False
O15042,0.0,3.0,False,True,False
O15061,0.0,1.0,False,True,False
O15067,0.0,9.0,False,True,False
O15075,0.0,1.0,False,True,False
O15091,0.0,2.0,False,True,False
O15111,0.0,2.0,False,True,False
O15160,0.0,1.0,False,True,False
O15164,0.0,2.0,False,True,False
O15213,0.0,1.0,False,True,False
O15226,0.0,2.0,False,True,False
O15228,0.0,2.0,False,True,False
O15231,0.0,5.0,False,True,False
O15234,0.0,1.0,False,True,False
O15265,0.0,1.0,False,True,False
O15270,0.0,1.0,False,True,False
O15287,0.0,2.0,False,True,False
O15294,0.0,4.0,False,True,False
O15297,0.0,1.0,False,True,False
O15304,0.0,2.0,False,True,False
O15381,0.0,3.0,False,True,False
O15392,0.0,2.0,False,True,False
O15523,0.0,1.0,False,True,False
O15530,0.0,1.0,False,True,False
O15533,0.0,2.0,False,True,False
O15541,0.0,1.0,False,True,False
O43148,0.0,2.0,False,True,False
O43159,0.0,1.0,False,True,False
O43184,0.0,1.0,False,True,False
O43252,0.0,6.0,False,True,False
O43290,0.0,3.0,False,True,False
O43298,0.0,1.0,False,True,False
O43303,0.0,1.0,False,True,False
O43314,0.0,1.0,False,True,False
O43318,0.0,1.0,False,True,False
O43353,0.0,1.0,False,True,False
O43374,0.0,4.0,False,True,False
O43439,0.0,1.0,False,True,False
O43516,0.0,1.0,False,True,False
O43566,0.0,1.0,False,True,False
O43572,0.0,1.0,False,True,False
O43598,0.0,1.0,False,True,False
O43617,0.0,2.0,False,True,False
O43663,0.0,1.0,False,True,False
O43678,0.0,2.0,False,True,False
O43772,0.0,1.0,False,True,False
O43795,0.0,3.0,False,True,False
O43805,0.0,1.0,False,True,False
O43818,0.0,4.0,False,True,False
O43823,0.0,4.0,False,True,False
O43933,0.0,1.0,False,True,False
O60264,0.0,5.0,False,True,False
O60281,0.0,2.0,False,True,False
O60287,0.0,1.0,False,True,False
O60292,0.0,2.0,False,True,False
O60293,0.0,1.0,False,True,False
O60306,0.0,1.0,False,True,False
O60312,0.0,1.0,False,True,False
O60341,0.0,2.0,False,True,False
O60343,0.0,8.0,False,True,False
O60437,0.0,1.0,False,True,False
O60443,0.0,2.0,False,True,False
O60499,0.0,1.0,False,True,False
O60502,0.0,3.0,False,True,False
O60508,0.0,1.0,False,True,False
O60547,0.0,3.0,False,True,False
O60563,0.0,1.0,False,True,False
O60566,0.0,4.0,False,True,False
O60684,0.0,5.0,False,True,False
O60711,0.0,5.0,False,True,False
O60759,0.0,1.0,False,True,False
O60825,0.0,4.0,False,True,False
O60830,0.0,1.0,False,True,False
O60831,0.0,1.0,False,True,False
O60870,0.0,2.0,False,True,False
O60888,0.0,1.0,False,True,False
O60907,0.0,1.0,False,True,False
O60934,0.0,1.0,False,True,False
O75037,0.0,1.0,False,True,False
O75044,0.0,1.0,False,True,False
O75096,0.0,1.0,False,True,False
O75116,0.0,2.0,False,True,False
O75132,0.0,1.0,False,True,False
O75152,0.0,2.0,False,True,False
O75153,0.0,3.0,False,True,False
O75157,0.0,1.0,False,True,False
O75177,0.0,1.0,False,True,False
O75179,0.0,3.0,False,True,False
O75208,0.0,1.0,False,True,False
O75334,0.0,1.0,False,True,False
O75362,0.0,2.0,False,True,False
O75376,0.0,4.0,False,True,False
O75380,0.0,1.0,False,True,False
O75394,0.0,1.0,False,True,False
O75414,0.0,1.0,False,True,False
O75419,0.0,1.0,False,True,False
O75427,0.0,2.0,False,True,False
O75431,0.0,3.0,False,True,False
O75438,0.0,1.0,False,True,False
O75446,0.0,1.0,False,True,False
O75528,0.0,2.0,False,True,False
O75530,0.0,1.0,False,True,False
O75569,0.0,2.0,False,True,False
O75570,0.0,1.0,False,True,False
O75586,0.0,1.0,False,True,False
O75600,0.0,5.0,False,True,False
O75607,0.0,3.0,False,True,False
O75608,0.0,3.0,False,True,False
O75648,0.0,1.0,False,True,False
O75676,0.0,2.0,False,True,False
O75683,0.0,2.0,False,True,False
O75688,0.0,1.0,False,True,False
O75694,0.0,5.0,False,True,False
O75794,0.0,2.0,False,True,False
O75817,0.0,1.0,False,True,False
O75818,0.0,1.0,False,True,False
O75879,0.0,2.0,False,True,False
O75882,0.0,1.0,False,True,False
O75914,0.0,1.0,False,True,False
O75940,0.0,1.0,False,True,False
O75995,0.0,2.0,False,True,False
O76071,0.0,2.0,False,True,False
O76075,0.0,2.0,False,True,False
O76080,0.0,1.0,False,True,False
O94768,0.0,1.0,False,True,False
O94804,0.0,1.0,False,True,False
O94805,0.0,1.0,False,True,False
O94806,0.0,1.0,False,True,False
O94819,0.0,2.0,False,True,False
O94829,0.0,2.0,False,True,False
O94874,0.0,1.0,False,True,False
O94885,0.0,1.0,False,True,False
O94901,0.0,1.0,False,True,False
O94916,0.0,1.0,False,True,False
O94921,0.0,1.0,False,True,False
O94953,0.0,2.0,False,True,False
O94992,0.0,3.0,False,True,False
O95081,0.0,2.0,False,True,False
O95182,0.0,1.0,False,True,False
O95202,0.0,3.0,False,True,False
O95214,0.0,1.0,False,True,False
O95218,0.0,2.0,False,True,False
O95239,0.0,6.0,False,True,False
O95251,0.0,1.0,False,True,False
O95273,0.0,1.0,False,True,False
O95294,0.0,5.0,False,True,False
O95319,0.0,4.0,False,True,False
O95352,0.0,1.0,False,True,False
O95391,0.0,1.0,False,True,False
O95396,0.0,2.0,False,True,False
O95400,0.0,1.0,False,True,False
